candidate_id,video_id,source_video,frame_id,timestamp_sec,scene,image_path,image_sha256,dhash,duplicate_group_id,duplicate_group_size,sampling_method,predicted_classes,coverage_tags,tag_source,stage19_overlap,selection_status,selection_reason,annotation_status,priority_score,blur_variance
aerial_frame_000037,pexels_9322363_aerial_busy_intersection,data/raw/videos/pexels_9322363_aerial_busy_intersection.mp4,37,1.234567,Aerial,data/interim/v2_targeted_annotation/mined/aerial_frame_000037.jpg,acbe28ed728f83649dfbb878980926132d3de2d2b53d73a60eb39441c554f9bc,f2aabdb25a91bcaf,V2_FRAME_DUP_00735,2,HARD_NEGATIVE_CONTEXT,car;truck,AERIAL_SMALL_OBJECT;DENSE_TRAFFIC;HARD_NEGATIVE;INTERSECTION;OCCLUSION,HEURISTIC,False,REJECTED_NEAR_DUPLICATE,DUPLICATE_REDUCED:V2_FRAME_DUP_00735,NOT_ANNOTATED,6.7,918.587
aerial_frame_000040,pexels_9322363_aerial_busy_intersection,data/raw/videos/pexels_9322363_aerial_busy_intersection.mp4,40,1.334667,Aerial,data/interim/v2_targeted_annotation/images/aerial_frame_000040.jpg,bf2c4f6c3cea0515a967e25bb048994d1da189a361b8bd90eb61e8153e3c4b34,f2aabdb25ad1bcae,V2_FRAME_DUP_00736,1,HARD_NEGATIVE_CONTEXT,car;truck,AERIAL_SMALL_OBJECT;DENSE_TRAFFIC;HARD_NEGATIVE;INTERSECTION;OCCLUSION,HEURISTIC,False,SELECTED_FOR_ANNOTATION,COVERAGE_BALANCED_DUPLICATE_REPRESENTATIVE,NOT_ANNOTATED,6.7,1004.5
aerial_frame_000045,pexels_9322363_aerial_busy_intersection,data/raw/videos/pexels_9322363_aerial_busy_intersection.mp4,45,1.5015,Aerial,data/interim/v2_targeted_annotation/images/aerial_frame_000045.jpg,da9ac78724f8f93568af27db48a44f1ae692c3ca46a81c271987a87e6abc8046,f2eabdb21ad19caf,V2_FRAME_DUP_00737,1,SYSTEMATIC_TEMPORAL,car,AERIAL_SMALL_OBJECT;DENSE_TRAFFIC;HARD_NEGATIVE;INTERSECTION,HEURISTIC;SYSTEMATIC,False,SELECTED_FOR_ANNOTATION,COVERAGE_BALANCED_DUPLICATE_REPRESENTATIVE,NOT_ANNOTATED,5.6,985.954
aerial_frame_000049,pexels_9322363_aerial_busy_intersection,data/raw/videos/pexels_9322363_aerial_busy_intersection.mp4,49,1.634967,Aerial,data/interim/v2_targeted_annotation/images/aerial_frame_000049.jpg,0dfc2e4d64a9f794acbdb98cf90d8dbe0969300240153329385751c776fc9e40,f2eabd920ad19cad,V2_FRAME_DUP_00738,1,HARD_NEGATIVE_CONTEXT,car,AERIAL_SMALL_OBJECT;DENSE_TRAFFIC;HARD_NEGATIVE;INTERSECTION;OCCLUSION,HEURISTIC,False,SELECTED_FOR_ANNOTATION,COVERAGE_BALANCED_DUPLICATE_REPRESENTATIVE,NOT_ANNOTATED,6.4,962.928
aerial_frame_000054,pexels_9322363_aerial_busy_intersection,data/raw/videos/pexels_9322363_aerial_busy_intersection.mp4,54,1.8018,Aerial,data/interim/v2_targeted_annotation/mined/aerial_frame_000054.jpg,cef60fd43b80ad20ad3c85a4c69c04c16c4f091c11adadc14cfa291d236a1df8,f2eabdd21cd1bcad,V2_FRAME_DUP_00739,2,HARD_NEGATIVE_CONTEXT,car,AERIAL_SMALL_OBJECT;DENSE_TRAFFIC;HARD_NEGATIVE;INTERSECTION;OCCLUSION,HEURISTIC,False,REJECTED_NEAR_DUPLICATE,DUPLICATE_REDUCED:V2_FRAME_DUP_00739,NOT_ANNOTATED,5.65,956.568
aerial_frame_000057,pexels_9322363_aerial_busy_intersection,data/raw/videos/pexels_9322363_aerial_busy_intersection.mp4,57,1.9019,Aerial,data/interim/v2_targeted_annotation/images/aerial_frame_000057.jpg,4944dc7b9bff6ddc033610a7fe0f37e909aac860db9ba42fb3068f3cee75cb4a,f2eabdd21cd1bcae,V2_FRAME_DUP_00739,2,HARD_NEGATIVE_CONTEXT,car,AERIAL_SMALL_OBJECT;DENSE_TRAFFIC;HARD_NEGATIVE;INTERSECTION;OCCLUSION,HEURISTIC,False,SELECTED_FOR_ANNOTATION,COVERAGE_BALANCED_DUPLICATE_REPRESENTATIVE,NOT_ANNOTATED,6.4,957.608
aerial_frame_000060,pexels_9322363_aerial_busy_intersection,data/raw/videos/pexels_9322363_aerial_busy_intersection.mp4,60,2.002,Aerial,data/interim/v2_targeted_annotation/images/aerial_frame_000060.jpg,2d0837389036b9835ef1ab3d9650f94d839c81daff9a89c93bcd0503ed9c73d7,72eabdd21cd19cae,V2_FRAME_DUP_00740,1,SYSTEMATIC_TEMPORAL,car,AERIAL_SMALL_OBJECT;DENSE_TRAFFIC;HARD_NEGATIVE;INTERSECTION;OCCLUSION,HEURISTIC;SYSTEMATIC,False,SELECTED_FOR_ANNOTATION,COVERAGE_BALANCED_DUPLICATE_REPRESENTATIVE,NOT_ANNOTATED,6.95,904.051
aerial_frame_000064,pexels_9322363_aerial_busy_intersection,data/raw/videos/pexels_9322363_aerial_busy_intersection.mp4,64,2.135467,Aerial,data/interim/v2_targeted_annotation/images/aerial_frame_000064.jpg,0d83f87980876cfb302f4e3ead37a772a10bb57978c9494308c9bebb2ea95deb,72eabdea1cd19cae,V2_FRAME_DUP_00741,2,HARD_NEGATIVE_CONTEXT,car,AERIAL_SMALL_OBJECT;DENSE_TRAFFIC;HARD_NEGATIVE;INTERSECTION;OCCLUSION,HEURISTIC,False,SELECTED_FOR_ANNOTATION,COVERAGE_BALANCED_DUPLICATE_REPRESENTATIVE,NOT_ANNOTATED,6.1,968.916
aerial_frame_000067,pexels_9322363_aerial_busy_intersection,data/raw/videos/pexels_9322363_aerial_busy_intersection.mp4,67,2.235567,Aerial,data/interim/v2_targeted_annotation/mined/aerial_frame_000067.jpg,d3d1a8f67e5034383da8f48e14617d6c2a309c0c134600d7ff8214c543ac1bdd,72eabdaa14d19cae,V2_FRAME_DUP_00741,2,HARD_NEGATIVE_CONTEXT,car,AERIAL_SMALL_OBJECT;DENSE_TRAFFIC;HARD_NEGATIVE;INTERSECTION,HEURISTIC,False,REJECTED_NEAR_DUPLICATE,DUPLICATE_REDUCED:V2_FRAME_DUP_00741,NOT_ANNOTATED,4.45,1057.021
aerial_frame_000070,pexels_9322363_aerial_busy_intersection,data/raw/videos/pexels_9322363_aerial_busy_intersection.mp4,70,2.335667,Aerial,data/interim/v2_targeted_annotation/images/aerial_frame_000070.jpg,1951f312b63fa331426882156d41995c11c4da86abd87dc36a65780b2fc009ca,72eabdaa14559cae,V2_FRAME_DUP_00742,1,HARD_NEGATIVE_CONTEXT,car,AERIAL_SMALL_OBJECT;DENSE_TRAFFIC;HARD_NEGATIVE;INTERSECTION;OCCLUSION,HEURISTIC,False,SELECTED_FOR_ANNOTATION,COVERAGE_BALANCED_DUPLICATE_REPRESENTATIVE,NOT_ANNOTATED,6.7,970.096
aerial_frame_000075,pexels_9322363_aerial_busy_intersection,data/raw/videos/pexels_9322363_aerial_busy_intersection.mp4,75,2.5025,Aerial,data/interim/v2_targeted_annotation/mined/aerial_frame_000075.jpg,245d47965ad07482b0a0565face46886f84a4712eaec86f33b668fe78ae02dd7,72eabdba54d59cae,V2_FRAME_DUP_00743,2,SYSTEMATIC_TEMPORAL,car,AERIAL_SMALL_OBJECT;DENSE_TRAFFIC;HARD_NEGATIVE;INTERSECTION,HEURISTIC;SYSTEMATIC,False,REJECTED_NEAR_DUPLICATE,DUPLICATE_REDUCED:V2_FRAME_DUP_00743,NOT_ANNOTATED,5.6,1074.387
aerial_frame_000078,pexels_9322363_aerial_busy_intersection,data/raw/videos/pexels_9322363_aerial_busy_intersection.mp4,78,2.6026,Aerial,data/interim/v2_targeted_annotation/images/aerial_frame_000078.jpg,590356c057b9631f4bf04d27472386e0e0b73721532b5f366c00c9dff72aa846,72eabdba54d19cae,V2_FRAME_DUP_00743,2,HARD_NEGATIVE_CONTEXT,car,AERIAL_SMALL_OBJECT;DENSE_TRAFFIC;HARD_NEGATIVE;INTERSECTION;OCCLUSION,HEURISTIC,False,SELECTED_FOR_ANNOTATION,COVERAGE_BALANCED_DUPLICATE_REPRESENTATIVE,NOT_ANNOTATED,6.25,1033.573
aerial_frame_000081,pexels_9322363_aerial_busy_intersection,data/raw/videos/pexels_9322363_aerial_busy_intersection.mp4,81,2.7027,Aerial,data/interim/v2_targeted_annotation/mined/aerial_frame_000081.jpg,0ed05749665727a7b1d6bf1dfd93be7c584e004a2597108b1dc8eaf5b32a36c4,72eabdba54d19cae,V2_FRAME_DUP_00744,2,HARD_NEGATIVE_CONTEXT,car,AERIAL_SMALL_OBJECT;DENSE_TRAFFIC;HARD_NEGATIVE;INTERSECTION,HEURISTIC,False,REJECTED_NEAR_DUPLICATE,DUPLICATE_REDUCED:V2_FRAME_DUP_00744,NOT_ANNOTATED,4.6,945.114
aerial_frame_000084,pexels_9322363_aerial_busy_intersection,data/raw/videos/pexels_9322363_aerial_busy_intersection.mp4,84,2.8028,Aerial,data/interim/v2_targeted_annotation/images/aerial_frame_000084.jpg,6e637139e751f88885c5ecb7c65080ac8f182ffe1b45aedbdb35d5387d52dd75,72ea9db254d19cae,V2_FRAME_DUP_00744,2,HARD_NEGATIVE_CONTEXT,car,AERIAL_SMALL_OBJECT;DENSE_TRAFFIC;HARD_NEGATIVE;INTERSECTION;OCCLUSION,HEURISTIC,False,SELECTED_FOR_ANNOTATION,COVERAGE_BALANCED_DUPLICATE_REPRESENTATIVE,NOT_ANNOTATED,6.4,957.239
aerial_frame_000087,pexels_9322363_aerial_busy_intersection,data/raw/videos/pexels_9322363_aerial_busy_intersection.mp4,87,2.9029,Aerial,data/interim/v2_targeted_annotation/mined/aerial_frame_000087.jpg,3c19ae58f5fc8dadad1dd84b8eecc6c61aee9ffb2e01c1485672fd2684b26961,72ea9db214d09cae,V2_FRAME_DUP_00745,2,HARD_NEGATIVE_CONTEXT,car,AERIAL_SMALL_OBJECT;DENSE_TRAFFIC;HARD_NEGATIVE;INTERSECTION;OCCLUSION,HEURISTIC,False,REJECTED_NEAR_DUPLICATE,DUPLICATE_REDUCED:V2_FRAME_DUP_00745,NOT_ANNOTATED,6.1,975.71
aerial_frame_000090,pexels_9322363_aerial_busy_intersection,data/raw/videos/pexels_9322363_aerial_busy_intersection.mp4,90,3.003,Aerial,data/interim/v2_targeted_annotation/images/aerial_frame_000090.jpg,d30aa25281fbfddf38685b053b315210883c28195eca6245efe87fdd1e20c8e7,72ea9db214d0bcae,V2_FRAME_DUP_00745,2,SYSTEMATIC_TEMPORAL,car,AERIAL_SMALL_OBJECT;DENSE_TRAFFIC;HARD_NEGATIVE;INTERSECTION;OCCLUSION,HEURISTIC;SYSTEMATIC,False,SELECTED_FOR_ANNOTATION,COVERAGE_BALANCED_DUPLICATE_REPRESENTATIVE,NOT_ANNOTATED,7.25,1265.192
aerial_frame_000093,pexels_9322363_aerial_busy_intersection,data/raw/videos/pexels_9322363_aerial_busy_intersection.mp4,93,3.1031,Aerial,data/interim/v2_targeted_annotation/images/aerial_frame_000093.jpg,1809aa50e05491469cd947737bfc8d74af98cebf58af0f2cbf8c1d1698736228,72ea9db294d0bcae,V2_FRAME_DUP_00746,2,HARD_NEGATIVE_CONTEXT,car,AERIAL_SMALL_OBJECT;DENSE_TRAFFIC;HARD_NEGATIVE;INTERSECTION;OCCLUSION,HEURISTIC,False,SELECTED_FOR_ANNOTATION,COVERAGE_BALANCED_DUPLICATE_REPRESENTATIVE,NOT_ANNOTATED,6.55,994.956
aerial_frame_000096,pexels_9322363_aerial_busy_intersection,data/raw/videos/pexels_9322363_aerial_busy_intersection.mp4,96,3.2032,Aerial,data/interim/v2_targeted_annotation/mined/aerial_frame_000096.jpg,b516e898c765997df28411c148d0484324febb34966ee02d32206a8d83416c85,72ea9db29450bcaf,V2_FRAME_DUP_00746,2,HARD_NEGATIVE_CONTEXT,car,AERIAL_SMALL_OBJECT;DENSE_TRAFFIC;HARD_NEGATIVE;INTERSECTION;OCCLUSION,HEURISTIC,False,REJECTED_NEAR_DUPLICATE,DUPLICATE_REDUCED:V2_FRAME_DUP_00746,NOT_ANNOTATED,6.55,990.657
aerial_frame_000099,pexels_9322363_aerial_busy_intersection,data/raw/videos/pexels_9322363_aerial_busy_intersection.mp4,99,3.3033,Aerial,data/interim/v2_targeted_annotation/images/aerial_frame_000099.jpg,55a62a36b46342f6186b2582edc9d1459336270d0fea7f8d78935dd7a26fb098,72ea9d929450bcaf,V2_FRAME_DUP_00747,2,HARD_NEGATIVE_CONTEXT,car,AERIAL_SMALL_OBJECT;DENSE_TRAFFIC;HARD_NEGATIVE;INTERSECTION;OCCLUSION,HEURISTIC,False,SELECTED_FOR_ANNOTATION,COVERAGE_BALANCED_DUPLICATE_REPRESENTATIVE,NOT_ANNOTATED,6.7,1021.429
aerial_frame_000102,pexels_9322363_aerial_busy_intersection,data/raw/videos/pexels_9322363_aerial_busy_intersection.mp4,102,3.4034,Aerial,data/interim/v2_targeted_annotation/mined/aerial_frame_000102.jpg,24a7142fe046d05c8be643bc5c4938f72b1bf9dbf7864dc0879a98d9da7ca9a9,72ea9dd29c50bcaf,V2_FRAME_DUP_00747,2,HARD_NEGATIVE_CONTEXT,car,AERIAL_SMALL_OBJECT;DENSE_TRAFFIC;HARD_NEGATIVE;INTERSECTION;OCCLUSION,HEURISTIC,False,REJECTED_NEAR_DUPLICATE,DUPLICATE_REDUCED:V2_FRAME_DUP_00747,NOT_ANNOTATED,6.55,1035.231
aerial_frame_000105,pexels_9322363_aerial_busy_intersection,data/raw/videos/pexels_9322363_aerial_busy_intersection.mp4,105,3.5035,Aerial,data/interim/v2_targeted_annotation/images/aerial_frame_000105.jpg,02c49654faeccea8521e234e419fccf38c45ce6720263b5a5ada53202e6b6426,72ea9cd09c55bcaf,V2_FRAME_DUP_00748,1,SYSTEMATIC_TEMPORAL,car,AERIAL_SMALL_OBJECT;DENSE_TRAFFIC;HARD_NEGATIVE;INTERSECTION;OCCLUSION,HEURISTIC;SYSTEMATIC,False,SELECTED_FOR_ANNOTATION,COVERAGE_BALANCED_DUPLICATE_REPRESENTATIVE,NOT_ANNOTATED,7.55,1136.641
aerial_frame_000109,pexels_9322363_aerial_busy_intersection,data/raw/videos/pexels_9322363_aerial_busy_intersection.mp4,109,3.636967,Aerial,data/interim/v2_targeted_annotation/images/aerial_frame_000109.jpg,23c9ac1a58c0961332479bf4dc87d30c62a44bc8f8d181799daf61ab439bc3d8,72eabdd018559caf,V2_FRAME_DUP_00749,1,HARD_NEGATIVE_CONTEXT,car,AERIAL_SMALL_OBJECT;DENSE_TRAFFIC;HARD_NEGATIVE;INTERSECTION;OCCLUSION,HEURISTIC,False,SELECTED_FOR_ANNOTATION,COVERAGE_BALANCED_DUPLICATE_REPRESENTATIVE,NOT_ANNOTATED,6.55,1084.095
aerial_frame_000114,pexels_9322363_aerial_busy_intersection,data/raw/videos/pexels_9322363_aerial_busy_intersection.mp4,114,3.8038,Aerial,data/interim/v2_targeted_annotation/images/aerial_frame_000114.jpg,009423ddc0955095ec9b1379fff0cf36e38dc240343c32cefa39abe36336a7f2,72eabdd218959caf,V2_FRAME_DUP_00750,2,HARD_NEGATIVE_CONTEXT,car;truck,AERIAL_SMALL_OBJECT;DENSE_TRAFFIC;HARD_NEGATIVE;INTERSECTION;OCCLUSION,HEURISTIC,False,SELECTED_FOR_ANNOTATION,COVERAGE_BALANCED_DUPLICATE_REPRESENTATIVE,NOT_ANNOTATED,7.0,1000.913
aerial_frame_000117,pexels_9322363_aerial_busy_intersection,data/raw/videos/pexels_9322363_aerial_busy_intersection.mp4,117,3.9039,Aerial,data/interim/v2_targeted_annotation/mined/aerial_frame_000117.jpg,d41799959d6ee70b875c6f8c26126e6e1bffd774c0d9d95e37dc38299daa81db,72eabdd218959caf,V2_FRAME_DUP_00750,2,HARD_NEGATIVE_CONTEXT,car,AERIAL_SMALL_OBJECT;DENSE_TRAFFIC;HARD_NEGATIVE;INTERSECTION;OCCLUSION,HEURISTIC,False,REJECTED_NEAR_DUPLICATE,DUPLICATE_REDUCED:V2_FRAME_DUP_00750,NOT_ANNOTATED,6.85,1145.03
aerial_frame_000120,pexels_9322363_aerial_busy_intersection,data/raw/videos/pexels_9322363_aerial_busy_intersection.mp4,120,4.004,Aerial,data/interim/v2_targeted_annotation/images/aerial_frame_000120.jpg,d2a089f4919f1599705576e7891682b4376c0f9307488992b06c6c0ab1bdc78b,72eabdd25c159caf,V2_FRAME_DUP_00751,2,SYSTEMATIC_TEMPORAL,car,AERIAL_SMALL_OBJECT;DENSE_TRAFFIC;HARD_NEGATIVE;INTERSECTION;OCCLUSION,HEURISTIC;SYSTEMATIC,False,SELECTED_FOR_ANNOTATION,COVERAGE_BALANCED_DUPLICATE_REPRESENTATIVE,NOT_ANNOTATED,7.7,979.859
aerial_frame_000123,pexels_9322363_aerial_busy_intersection,data/raw/videos/pexels_9322363_aerial_busy_intersection.mp4,123,4.1041,Aerial,data/interim/v2_targeted_annotation/mined/aerial_frame_000123.jpg,155a8afa7333de02e2b5c0cf7b688f8ee43539e340d6dab14a49642c31224096,72eabd525c15dcaf,V2_FRAME_DUP_00751,2,HARD_NEGATIVE_CONTEXT,car,AERIAL_SMALL_OBJECT;DENSE_TRAFFIC;HARD_NEGATIVE;INTERSECTION,HEURISTIC,False,REJECTED_NEAR_DUPLICATE,DUPLICATE_REDUCED:V2_FRAME_DUP_00751,NOT_ANNOTATED,5.05,1023.004
aerial_frame_000127,pexels_9322363_aerial_busy_intersection,data/raw/videos/pexels_9322363_aerial_busy_intersection.mp4,127,4.237567,Aerial,data/interim/v2_targeted_annotation/images/aerial_frame_000127.jpg,64b55938eddef548713556613e43577ab5abbf97566a5c6b2e6859beda06c9da,72eabd725c55dcaf,V2_FRAME_DUP_00752,1,HARD_NEGATIVE_CONTEXT,car,AERIAL_SMALL_OBJECT;DENSE_TRAFFIC;HARD_NEGATIVE;INTERSECTION;OCCLUSION,HEURISTIC,False,SELECTED_FOR_ANNOTATION,COVERAGE_BALANCED_DUPLICATE_REPRESENTATIVE,NOT_ANNOTATED,6.7,1016.79
aerial_frame_000131,pexels_9322363_aerial_busy_intersection,data/raw/videos/pexels_9322363_aerial_busy_intersection.mp4,131,4.371033,Aerial,data/interim/v2_targeted_annotation/images/aerial_frame_000131.jpg,6caa64f020b87c3b2e0dc43a982b0c11e46080f3e133c5c77ffa444a77fb2573,f2ea9d32d455dcaf,V2_FRAME_DUP_00753,1,HARD_NEGATIVE_CONTEXT,car,AERIAL_SMALL_OBJECT;DENSE_TRAFFIC;HARD_NEGATIVE;INTERSECTION,HEURISTIC,False,SELECTED_FOR_ANNOTATION,COVERAGE_BALANCED_DUPLICATE_REPRESENTATIVE,NOT_ANNOTATED,4.6,1026.357
aerial_frame_000135,pexels_9322363_aerial_busy_intersection,data/raw/videos/pexels_9322363_aerial_busy_intersection.mp4,135,4.5045,Aerial,data/interim/v2_targeted_annotation/mined/aerial_frame_000135.jpg,ecba55c8a810b71c0a13278fcff80f9b4783d8f562be429c5b0e005884e89c83,f2aa9cb2d4555caf,V2_FRAME_DUP_00754,2,SYSTEMATIC_TEMPORAL,car,AERIAL_SMALL_OBJECT;DENSE_TRAFFIC;HARD_NEGATIVE;INTERSECTION,HEURISTIC;SYSTEMATIC,False,REJECTED_NEAR_DUPLICATE,DUPLICATE_REDUCED:V2_FRAME_DUP_00754,NOT_ANNOTATED,5.6,1043.527
aerial_frame_000138,pexels_9322363_aerial_busy_intersection,data/raw/videos/pexels_9322363_aerial_busy_intersection.mp4,138,4.6046,Aerial,data/interim/v2_targeted_annotation/images/aerial_frame_000138.jpg,ce98c7109e14290605db27fddb07dd4a5b190a665ba984e9a9039827744ce019,f2aa9cb2d4157caf,V2_FRAME_DUP_00754,2,HARD_NEGATIVE_CONTEXT,car;truck,AERIAL_SMALL_OBJECT;DENSE_TRAFFIC;HARD_NEGATIVE;INTERSECTION;OCCLUSION,HEURISTIC,False,SELECTED_FOR_ANNOTATION,COVERAGE_BALANCED_DUPLICATE_REPRESENTATIVE,NOT_ANNOTATED,6.7,999.305
